Water Temperature (°C),Total Flow (l/h),Dose (l/h)
17.32,1.89,0.1
17.32,1.89,0.1
16.6,2.08,0.1
16.85,1.89,0.1
16.87,1.89,0.1
16.9,1.89,0.1
17.1,1.79,0.1
18.07,1.79,0.1
16.68,1.84,0.1
16.43,1.94,0.1
16.43,1.94,0.1
16.48,1.94,0.1
16.5,1.94,0.1
16.53,1.94,0.1
16.68,1.89,0.1
17.12,1.84,0.1
17.15,1.89,0.1
17.17,1.84,0.1
16.38,2.04,0.1
16.25,1.89,0.1
18.07,1.74,0.1
18.09,1.74,0.1
18.19,1.79,0.1
18.24,1.79,0.1
18.26,1.79,0.1
18.29,1.79,0.1
18.29,1.69,0.1
16.65,1.94,0.1
16.63,1.94,0.1
16.63,1.94,0.1
16.6,1.94,0.1
16.6,1.94,0.1
16.58,1.94,0.1
17.2,1.89,0.1
17.2,1.89,0.1
17.2,1.89,0.1
17.2,1.89,0.1
16.58,1.94,0.1
16.6,1.89,0.1
16.63,1.89,0.1
17.25,1.89,0.1
17.25,1.89,0.1
17.22,1.89,0.1
17.22,1.89,0.1
16.18,1.99,0.1
17,1.79,0.1
15.93,2.04,0.1
17.25,1.99,0.1
17.27,1.89,0.1
17.27,1.89,0.1
18.16,1.79,0.1
18.07,1.79,0.1
17.99,1.79,0.1
17.92,1.79,0.1
17.84,1.79,0.1
17.25,1.84,0.1
17.32,1.79,0.1
16.65,1.99,0.1
16.65,1.99,0.1
16.68,1.99,0.1
16.68,1.99,0.1
16.68,1.99,0.1
16.7,1.99,0.1
17.82,1.74,0.1
17.84,1.94,0.1
17.64,1.84,0.1
17.15,1.79,0.1
17.52,2.04,0.1
18.09,1.89,0.1
18.09,1.79,0.1
18.02,1.89,0.1
17.42,1.99,0.1
17.42,1.79,0.1
18.54,1.79,0.1
18.34,1.79,0.1
17.87,1.69,0.1
18.61,1.69,0.1
18.61,1.69,0.1
18.51,1.69,0.1
18.59,1.69,0.1
18.66,1.69,0.1
18.98,1.69,0.1
19.5,1.74,0.1
19.45,1.74,0.1
19.4,1.74,0.1
19.36,1.74,0.1
19.31,1.74,0.1
19.26,1.74,0.1
17.82,1.79,0.1
17.87,1.79,0.1
18.96,1.64,0.1
18.98,1.64,0.1
19.01,1.64,0.1
19.03,1.64,0.1
19.08,1.74,0.1
19.08,1.74,0.1
19.08,1.74,0.1
19.08,1.74,0.1
19.08,1.74,0.1
19.08,1.74,0.1
19.03,1.74,0.1
18.98,1.69,0.1
18.64,1.79,0.1
18.64,1.79,0.1
18.71,1.59,0.1
18.39,1.74,0.1
18.36,1.74,0.1
18.39,1.74,0.1
18.76,1.69,0.1
18.73,1.69,0.1
18.73,1.69,0.1
18.71,1.69,0.1
18.69,1.79,0.1
18.71,1.79,0.1
19.53,1.74,0.1
19.43,1.74,0.1
19.43,1.74,0.1
19.03,1.64,0.1
19.03,1.64,0.1
19.01,1.64,0.1
18.14,1.64,0.1
18.21,1.64,0.1
18.39,1.64,0.1
18.56,1.74,0.1
18.64,1.74,0.1
18.69,1.74,0.1
18.78,1.74,0.1
18.86,1.74,0.1
18.88,1.74,0.1
18.91,1.74,0.1
18.98,1.64,0.1
19.01,1.64,0.1
20.1,1.59,0.1
20.03,1.59,0.1
19.75,1.59,0.1
19.7,1.59,0.1
19.43,1.74,0.1
20.67,1.49,0.1
20.62,1.49,0.1
20.57,1.49,0.1
18.61,1.74,0.1
17.94,1.89,0.1
19.38,1.64,0.1
19.98,1.64,0.1
19.93,1.69,0.1
19.88,1.69,0.1
19.53,1.59,0.1
19.5,1.59,0.1
19.38,1.64,0.1
19.38,1.64,0.1
19.38,1.64,0.1
19.36,1.64,0.1
19.36,1.64,0.1
19.36,1.64,0.1
19.36,1.64,0.1
19.36,1.64,0.1
19.73,1.64,0.1
19.78,1.64,0.1
19.78,1.64,0.1
19.8,1.64,0.1
19.83,1.39,0.1
19.9,1.54,0.1
19.75,1.64,0.1
19.75,1.64,0.1
18.66,1.74,0.1
20.1,1.64,0.1
20.05,1.64,0.1
20.03,1.64,0.1
19.98,1.64,0.1
19.95,1.64,0.1
19.93,1.64,0.1
19.83,1.54,0.1
19.8,1.54,0.1
19.8,1.54,0.1
19.78,1.64,0.1
19.78,1.64,0.1
19.78,1.64,0.1
19.78,1.64,0.1
19.75,1.64,0.1
19.75,1.64,0.1
19.75,1.64,0.1
19.75,1.69,0.1
19.73,1.69,0.1
19.73,1.69,0.1
19.13,1.59,0.1
19.16,1.59,0.1
19.18,1.59,0.1
19.26,1.64,0.1
19.33,1.64,0.1
19.38,1.64,0.1
19.43,1.64,0.1
19.5,1.64,0.1
19.75,1.44,0.1
18.96,1.59,0.1
18.98,1.59,0.1
20.1,1.54,0.1
20.07,1.54,0.1
20.03,1.54,0.1
19.83,1.69,0.1
19.8,1.69,0.1
19.78,1.69,0.1
19.75,1.69,0.1
18.16,1.64,0.1
19.8,1.64,0.1
19.83,1.64,0.1
19.88,1.64,0.1
19.9,1.64,0.1
19.93,1.54,0.1
19.95,1.54,0.1
19.58,1.74,0.1
19.21,1.69,0.1
19.21,1.69,0.1
19.18,1.69,0.1
19.18,1.69,0.1
19.21,1.69,0.1
19.21,1.69,0.1
19.13,1.69,0.1
19.11,1.69,0.1
19.08,1.69,0.1
19.08,1.69,0.1
18.98,1.69,0.1
18.98,1.69,0.1
19.01,1.69,0.1
19.06,1.69,0.1
19.08,1.69,0.1
19.11,1.69,0.1
19.16,1.69,0.1
19.18,1.69,0.1
19.26,1.74,0.1
19.31,1.74,0.1
19.21,1.79,0.1
19.08,1.64,0.1
19.08,1.64,0.1
19.08,1.64,0.1
19.08,1.64,0.1
19.43,1.64,0.1
19.5,1.64,0.1
19.58,1.64,0.1
20.62,1.59,0.1
20.62,1.59,0.1
20.6,1.59,0.1
20.57,1.59,0.1
19.38,1.69,0.1
19.36,1.69,0.1
19.33,1.69,0.1
19.31,1.69,0.1
19.31,1.69,0.1
19.28,1.69,0.1
19.28,1.69,0.1
19.28,1.59,0.1
19.26,1.59,0.1
19.28,1.59,0.1
18.26,1.79,0.1
18.44,1.69,0.1
18.54,1.69,0.1
18.56,1.69,0.1
20.05,1.64,0.1
20.03,1.64,0.1
18.98,1.74,0.1
19.18,1.59,0.1
19.16,1.59,0.1
19.13,1.69,0.1
19.13,1.69,0.1
19.16,1.69,0.1
19.18,1.69,0.1
19.18,1.69,0.1
19.23,1.69,0.1
20.17,1.59,0.1
18.71,1.64,0.1
18.76,1.64,0.1
18.86,1.64,0.1
20.22,1.54,0.1
20.2,1.54,0.1
20.12,1.64,0.1
19.45,1.59,0.1
19.65,1.59,0.1
19.68,1.59,0.1
19.65,1.59,0.1
19.5,1.59,0.1
19.11,1.74,0.1
19.31,1.69,0.1
19.33,1.69,0.1
19.38,1.69,0.1
19.38,1.59,0.1
19.4,1.59,0.1
19.4,1.59,0.1
19.43,1.59,0.1
19.48,1.59,0.1
19.5,1.59,0.1
19.55,1.59,0.1
19.6,1.64,0.1
19.65,1.64,0.1
19.68,1.64,0.1
19.73,1.64,0.1
19.78,1.64,0.1
19.83,1.64,0.1
19.88,1.64,0.1
20.15,1.59,0.1
20.12,1.59,0.1
20.12,1.59,0.1
20.1,1.59,0.1
20.07,1.59,0.1
20.05,1.59,0.1
20.03,1.59,0.1
20,1.59,0.1
19.98,1.59,0.1
20.3,1.59,0.1
20.3,1.59,0.1
19.38,1.54,0.1
19.63,1.64,0.1
19.7,1.64,0.1
20.05,1.59,0.1
20.03,1.59,0.1
20,1.59,0.1
20,1.59,0.1
19.95,1.69,0.1
19.88,1.69,0.1
19.85,1.69,0.1
19.53,1.69,0.1
19.55,1.69,0.1
19.73,1.59,0.1
19.78,1.59,0.1
19.9,1.64,0.1
19.9,1.64,0.1
19.9,1.64,0.1
19.75,1.69,0.1
19.38,1.64,0.1
19.38,1.64,0.1
19.4,1.64,0.1
19.4,1.64,0.1
19.43,1.64,0.1
19.53,1.64,0.1
19.55,1.64,0.1
19.58,1.64,0.1
19.48,1.59,0.1
19.45,1.59,0.1
19.45,1.59,0.1
19.43,1.59,0.1
19.38,1.64,0.1
19.4,1.64,0.1
19.4,1.64,0.1
20.22,1.59,0.1
20.22,1.59,0.1
20.22,1.59,0.1
20.22,1.54,0.1
18.98,1.59,0.1
19.06,1.59,0.1
20.05,1.59,0.1
20.03,1.59,0.1
20.03,1.59,0.1
20,1.59,0.1
20.77,1.59,0.1
20.74,1.59,0.1
20.72,1.59,0.1
20.7,1.59,0.1
20.7,1.59,0.1
20.57,1.54,0.1
20.15,1.59,0.1
20.17,1.59,0.1
20.2,1.59,0.1
19.88,1.64,0.1
19.85,1.59,0.1
19.85,1.59,0.1
19.85,1.59,0.1
19.88,1.59,0.1
20.2,1.64,0.1
20.27,1.49,0.1
20.25,1.49,0.1
20.07,1.59,0.1
20.05,1.59,0.1
20.05,1.59,0.1
19.55,1.69,0.1
19.53,1.69,0.1
19.55,1.69,0.1
19.55,1.69,0.1
19.55,1.69,0.1
19.58,1.69,0.1
19.58,1.69,0.1
19.58,1.59,0.1
19.68,1.59,0.1
19.73,1.59,0.1
19.83,1.64,0.1
19.85,1.64,0.1
19.85,1.64,0.1
19.88,1.64,0.1
20.62,1.59,0.1
20.57,1.59,0.1
20.57,1.59,0.1
20.57,1.59,0.1
20.55,1.59,0.1
20.55,1.59,0.1
19.78,1.64,0.1
19.78,1.64,0.1
19.78,1.64,0.1
21.27,1.54,0.1
21.19,1.54,0.1
21.14,1.54,0.1
21.07,1.54,0.1
20.6,1.59,0.1
20.6,1.59,0.1
20.6,1.59,0.1
20.89,1.54,0.1
20.89,1.54,0.1
20.82,1.59,0.1
20,1.54,0.1
19.98,1.54,0.1
19.95,1.54,0.1
19.95,1.54,0.1
19.95,1.54,0.1
19.93,1.54,0.1
19.9,1.54,0.1
21.04,1.49,0.1
20.72,1.59,0.1
20.7,1.59,0.1
20.67,1.59,0.1
20.55,1.59,0.1
20.52,1.59,0.1
20.47,1.59,0.1
20.45,1.59,0.1
20.4,1.54,0.1
20.37,1.54,0.1
20.37,1.54,0.1
20.37,1.54,0.1
20.42,1.54,0.1
20.42,1.54,0.1
20.77,1.64,0.1
20.99,1.54,0.1
20.97,1.54,0.1
20.92,1.54,0.1
20.89,1.54,0.1
21.34,1.44,0.1
21.29,1.54,0.1
21.27,1.54,0.1
21.24,1.54,0.1
20.89,1.54,0.1
20.87,1.54,0.1
20.84,1.54,0.1
20.62,1.59,0.1
20.17,1.59,0.1
20.17,1.59,0.1
20.25,1.49,0.1
20.74,1.54,0.1
20.72,1.54,0.1
20.72,1.54,0.1
20.74,1.54,0.1
20.79,1.49,0.1
20.77,1.49,0.1
20.74,1.49,0.1
20.72,1.49,0.1
20.72,1.49,0.1
20.7,1.49,0.1
20.7,1.49,0.1
20.7,1.49,0.1
20.82,1.54,0.1
20.79,1.54,0.1
20.79,1.54,0.1
20.77,1.54,0.1
20.77,1.54,0.1
21.07,1.44,0.1
19.53,1.64,0.1
21.86,1.49,0.1
21.81,1.49,0.1
20.12,1.64,0.1
20.22,1.64,0.1
20.22,1.64,0.1
20.25,1.54,0.1
20.3,1.54,0.1
21.09,1.54,0.1
21.81,1.39,0.1
22.46,1.29,0.1
21.17,1.39,0.1
21.14,1.44,0.1
20.42,1.54,0.1
20.5,1.59,0.1
21.76,1.49,0.1
21.76,1.49,0.1
21.74,1.49,0.1
21.74,1.49,0.1
21.76,1.39,0.1
21.96,1.39,0.1
21.66,1.49,0.1
21.66,1.49,0.1
20.45,1.49,0.1
20.52,1.49,0.1
21.17,1.54,0.1
21.17,1.54,0.1
23.08,1.39,0.1
22.53,1.39,0.1
22.56,1.39,0.1
22.53,1.39,0.1
22.51,1.39,0.1
22.46,1.39,0.1
22.23,1.34,0.1
22.26,1.34,0.1
22.28,1.34,0.1
22.51,1.34,0.1
23.4,1.19,0.1
23.85,1.29,0.1
23.8,1.34,0.1
23.9,1.34,0.1
24.09,1.19,0.1
23.95,1.19,0.1
23.13,1.29,0.1
24.32,1.14,0.1
24.22,1.19,0.1
24.37,1.14,0.1
24.57,1.09,0.1
24.24,1.19,0.1
24.12,1.19,0.1
24.57,1.29,0.1
24.72,1.24,0.1
24.39,1.19,0.1
24.49,1.19,0.1
24.19,1.29,0.1
24.47,1.09,0.1
24.64,1.09,0.1
24.12,1.19,0.1
24.94,1.14,0.1
24.47,1.04,0.1
24.96,1.14,0.1
24.61,1.19,0.1
24.64,1.19,0.1
24.67,1.19,0.1
24.72,1.19,0.1
24.09,1.24,0.1
25.34,1.09,0.1
25.31,1.09,0.1
25.26,1.09,0.1
25.21,1.09,0.1
25.16,1.09,0.1
25.11,1.09,0.1
25.06,1.09,0.1
25.01,1.19,0.1
24.91,1.09,0.1
24.89,1.09,0.1
24.86,1.19,0.1
24.76,1.14,0.1
24.74,1.19,0.1
24.69,1.14,0.1
24.96,1.14,0.1
25.06,1.09,0.1
25.04,1.09,0.1
24.91,1.19,0.1
24.94,1.14,0.1
25.06,1.09,0.1
25.04,1.09,0.1
25.21,1.14,0.1
25.19,1.14,0.1
25.14,1.09,0.1
25.14,1.09,0.1
25.14,1.09,0.1
25.11,1.09,0.1
25.11,1.09,0.1
25.09,1.09,0.1
25.09,1.09,0.1
25.06,1.09,0.1
25.04,1.09,0.1
25.04,1.09,0.1
24.99,1.09,0.1
25.01,1.09,0.1
25.01,1.09,0.1
25.04,1.09,0.1
25.04,1.09,0.1
25.06,1.09,0.1
25.19,1.09,0.1
25.19,1.09,0.1
24.81,1.09,0.1
25.06,1.19,0.1
25.29,1.09,0.1
25.26,1.09,0.1
25.24,1.09,0.1
25.16,1.14,0.1
25.16,1.14,0.1
25.14,1.14,0.1
25.14,1.14,0.1
25.14,1.14,0.1
24.94,1.09,0.1
24.91,1.09,0.1
24.89,1.14,0.1
24.89,1.14,0.1
24.89,1.14,0.1
25.11,1.09,0.1
25.11,1.09,0.1
25.11,1.09,0.1
25.09,1.09,0.1
24.99,1.09,0.1
24.34,1.09,0.1
23.57,1.19,0.1
23.57,1.19,0.1
23.57,1.19,0.1
23.6,1.19,0.1
25.01,1.14,0.1
25.01,1.14,0.1
24.96,1.09,0.1
24.96,1.09,0.1
24.89,1.14,0.1
24.86,1.14,0.1
24.84,1.14,0.1
25.39,1.09,0.1
25.29,1.14,0.1
25.26,1.09,0.1
25.21,1.09,0.1
25.19,1.09,0.1
25.14,1.09,0.1
25.09,1.09,0.1
24.99,1.09,0.1
24.99,1.09,0.1
24.94,1.09,0.1
24.91,1.09,0.1
25.41,1.14,0.1
23.87,1.19,0.1
23.92,1.24,0.1
23.72,1.29,0.1
24.22,1.24,0.1
25.93,1.04,0.1
24.44,1.19,0.1
23.9,1.24,0.1
24.34,1.19,0.1
24.17,1.19,0.1
23.82,1.19,0.1
23.82,1.24,0.1
23.82,1.29,0.1
24.24,1.24,0.1
23.97,1.24,0.1
24.57,1.14,0.1
24.86,1.19,0.1
24.86,1.09,0.1
24.61,1.19,0.1
24.52,1.14,0.1
24.64,1.04,0.1
24.22,1.19,0.1
24.61,1.24,0.1
24.39,1.24,0.1
24.22,1.19,0.1
24.59,1.09,0.1
24.76,1.19,0.1
24.76,1.14,0.1
24.57,1.24,0.1
24.99,1.19,0.1
25.01,1.09,0.1
25.06,1.09,0.1
25.01,1.19,0.1
24.81,1.24,0.1
24.72,1.14,0.1
24.64,1.09,0.1
24.49,1.14,0.1
24.17,1.24,0.1
25.58,1.09,0.1
24.84,1.19,0.1
24.59,1.14,0.1
24.49,1.14,0.1
23.8,1.09,0.1
24.57,1.14,0.1
24.32,1.19,0.1
25.01,1.09,0.1
25.06,1.09,0.1
25.04,1.09,0.1
25.04,1.09,0.1
24.42,1.09,0.1
25.01,1.04,0.1
24.84,1.19,0.1
24,1.19,0.1
23.87,1.14,0.1
22.73,1.44,0.1
22.8,1.34,0.1
23.47,1.14,0.1
23.05,1.34,0.1
22.83,1.39,0.1
22.23,1.39,0.1
17.27,2.04,0.11
17,2.08,0.11
15.61,2.38,0.11
16.38,2.23,0.11
17.07,2.13,0.11
15.53,2.38,0.11
16.33,2.23,0.11
16.95,2.08,0.11
16.97,2.23,0.11
15.88,2.13,0.11
17.25,2.04,0.11
17.22,2.13,0.11
16.48,2.33,0.11
16.55,2.23,0.11
17.05,2.13,0.11
17.12,2.13,0.11
17.17,2.13,0.11
17.22,2.13,0.11
16.97,2.13,0.11
16.97,2.13,0.11
16.97,2.13,0.11
16.97,2.13,0.11
16.97,2.13,0.11
16.97,2.13,0.11
16.97,2.13,0.11
16.8,2.33,0.11
16.6,2.13,0.11
16.6,2.28,0.11
16.35,2.28,0.11
16.33,2.28,0.11
16.33,2.28,0.11
16.3,2.28,0.11
16.3,2.28,0.11
16.28,2.28,0.11
16.28,2.28,0.11
16.25,2.28,0.11
16.25,2.28,0.11
16.23,2.28,0.11
16.18,2.28,0.11
16.13,2.28,0.11
15.96,2.28,0.11
15.93,2.28,0.11
15.93,2.28,0.11
15.96,2.28,0.11
15.98,2.28,0.11
16.01,2.28,0.11
16.03,2.28,0.11
16.08,2.28,0.11
16.85,2.08,0.11
16.85,2.08,0.11
16.85,2.08,0.11
16.87,2.08,0.11
16.87,2.08,0.11
17.1,2.28,0.11
17.05,2.28,0.11
17,2.28,0.11
16.95,2.28,0.11
16.9,2.28,0.11
16.45,2.23,0.11
16.43,2.23,0.11
16.43,2.23,0.11
16.43,2.23,0.11
16.4,2.23,0.11
16.4,2.23,0.11
16.38,2.23,0.11
16.38,2.23,0.11
16.35,2.23,0.11
16.35,2.23,0.11
16.33,2.23,0.11
16.33,2.23,0.11
16.3,2.23,0.11
16.18,2.23,0.11
16.18,2.23,0.11
16.2,2.23,0.11
16.2,2.23,0.11
16.18,2.23,0.11
16.15,2.23,0.11
16.15,2.28,0.11
16.15,2.23,0.11
16.2,2.23,0.11
16.28,2.23,0.11
16.92,2.08,0.11
16.95,2.08,0.11
17,2.08,0.11
17,2.08,0.11
17.02,2.08,0.11
17.05,2.08,0.11
17.07,2.08,0.11
17.1,2.08,0.11
16.8,2.08,0.11
16.85,2.13,0.11
16.9,2.13,0.11
16.92,2.13,0.11
16.97,2.13,0.11
17.02,2.13,0.11
17.4,2.08,0.11
17.44,2.08,0.11
17.52,2.13,0.11
17.54,2.13,0.11
17.62,2.13,0.11
17.62,2.08,0.11
17.69,2.08,0.11
16.55,2.08,0.11
16.55,2.13,0.11
16.58,2.13,0.11
16.6,2.13,0.11
16.63,2.13,0.11
16.68,2.13,0.11
16.7,2.13,0.11
16.8,2.08,0.11
16.87,2.08,0.11
16.92,2.08,0.11
16.97,2.08,0.11
17.05,2.04,0.11
17.1,2.04,0.11
17.15,2.04,0.11
17.2,2.04,0.11
17.22,2.04,0.11
17.4,2.08,0.11
17.64,2.08,0.11
17.69,2.08,0.11
17.72,2.08,0.11
17.74,2.08,0.11
17.79,2.08,0.11
17.82,2.04,0.11
17.62,2.04,0.11
17.62,2.04,0.11
17.59,2.04,0.11
17.49,2.04,0.11
17.49,2.04,0.11
17.49,2.08,0.11
17.49,2.08,0.11
17.52,2.08,0.11
17.52,2.08,0.11
17.54,2.08,0.11
17.54,2.08,0.11
17.54,2.08,0.11
17.57,2.08,0.11
17.57,2.08,0.11
17.22,2.13,0.11
17.25,2.13,0.11
17.27,2.13,0.11
17.3,2.13,0.11
17.32,2.13,0.11
17.32,2.13,0.11
17.35,2.13,0.11
17.37,2.13,0.11
17.1,2.13,0.11
17.15,2.13,0.11
17.69,2.08,0.11
17.67,2.08,0.11
17.64,2.08,0.11
17.62,2.08,0.11
17.59,2.08,0.11
17.57,2.08,0.11
17.57,2.08,0.11
17.54,2.08,0.11
17.49,2.08,0.11
17.49,2.08,0.11
17.57,2.08,0.11
17.59,2.08,0.11
17.62,2.08,0.11
17.67,2.08,0.11
17.69,2.08,0.11
17.94,2.08,0.11
17.99,2.04,0.11
17.99,2.04,0.11
17.99,2.04,0.11
18.11,2.04,0.11
18.11,2.04,0.11
18.14,2.04,0.11
18.16,2.04,0.11
18.19,2.04,0.11
17.37,2.08,0.11
17.35,2.08,0.11
17.35,2.08,0.11
17.27,2.04,0.11
17.27,2.04,0.11
17.3,2.04,0.11
17.27,2.04,0.11
17.27,2.04,0.11
17.27,2.04,0.11
17.25,2.04,0.11
17.22,2.08,0.11
17.2,2.08,0.11
17.2,2.08,0.11
17.17,2.08,0.11
17.15,2.08,0.11
16.95,2.18,0.11
16.97,2.13,0.11
16.97,2.13,0.11
18.04,2.08,0.11
18.04,2.08,0.11
18.02,2.13,0.11
17.97,2.13,0.11
17.97,2.08,0.11
17.97,2.08,0.11
17.97,2.08,0.11
17.97,2.08,0.11
17.57,2.18,0.11
17.52,2.13,0.11
17.49,2.13,0.11
17.49,2.13,0.11
17.52,2.08,0.11
17.49,2.08,0.11
17.49,2.08,0.11
17.49,2.08,0.11
17.49,2.08,0.11
17.49,2.08,0.11
17.49,2.04,0.11
17.49,2.04,0.11
17.49,2.04,0.11
17.49,2.04,0.11
17.49,2.08,0.11
17.52,2.08,0.11
17.52,2.08,0.11
18.04,2.04,0.11
18.07,2.04,0.11
18.11,2.04,0.11
18.14,2.04,0.11
18.16,2.04,0.11
17.62,2.04,0.11
17.57,2.04,0.11
17.54,2.04,0.11
17.49,2.04,0.11
16.8,2.08,0.11
16.82,2.08,0.11
16.87,2.08,0.11
17.42,2.18,0.11
17.64,1.99,0.11
17.67,1.99,0.11
17.67,1.99,0.11
17.54,2.04,0.11
17.54,2.04,0.11
17.54,2.04,0.11
17.59,2.13,0.11
17.62,2.13,0.11
17.62,2.13,0.11
17.64,2.13,0.11
17.69,2.13,0.11
17.69,2.13,0.11
17.69,2.13,0.11
17.52,2.08,0.11
17.35,2.04,0.11
17.35,2.04,0.11
17.35,2.04,0.11
17.37,2.04,0.11
17.37,2.04,0.11
17.37,2.04,0.11
17.4,2.04,0.11
17.47,2.08,0.11
17.47,2.08,0.11
17.47,2.08,0.11
17.12,2.13,0.11
17.12,2.13,0.11
17.12,2.13,0.11
17.12,2.13,0.11
17.12,2.13,0.11
17.12,2.13,0.11
17.12,2.13,0.11
17.07,2.13,0.11
17.07,2.13,0.11
17.1,2.13,0.11
17.12,2.13,0.11
17.15,2.13,0.11
17.32,2.08,0.11
17.37,2.08,0.11
17.42,2.08,0.11
17.47,2.08,0.11
17.59,2.08,0.11
17.64,2.08,0.11
17.77,2.08,0.11
17.25,2.23,0.11
16.48,2.23,0.11
16.5,2.23,0.11
16.55,2.23,0.11
16.58,2.23,0.11
16.6,2.23,0.11
16.63,2.23,0.11
17.3,2.23,0.11
17.25,2.23,0.11
17.22,2.23,0.11
17.17,2.23,0.11
17.12,2.23,0.11
17.1,2.23,0.11
17.05,2.23,0.11
16.77,2.23,0.11
16.77,2.23,0.11
16.77,2.23,0.11
16.73,2.23,0.11
16.7,2.23,0.11
16.7,2.23,0.11
16.7,2.23,0.11
16.7,2.23,0.11
16.7,2.23,0.11
16.73,2.23,0.11
16.75,2.23,0.11
16.92,2.23,0.11
16.92,2.23,0.11
16.92,2.23,0.11
16.92,2.23,0.11
16.92,2.23,0.11
16.92,2.23,0.11
16.92,2.23,0.11
16.9,2.23,0.11
16.9,2.23,0.11
16.87,2.23,0.11
16.85,2.23,0.11
16.82,2.23,0.11
16.8,2.23,0.11
16.75,2.23,0.11
16.73,2.23,0.11
16.68,2.23,0.11
16.63,2.23,0.11
16.6,2.18,0.11
16.6,2.23,0.11
16.58,2.23,0.11
16.58,2.23,0.11
16.6,2.23,0.11
16.6,2.23,0.11
17.57,2.04,0.11
17.32,2.04,0.11
17,2.23,0.11
17,2.23,0.11
16.97,2.23,0.11
16.95,2.23,0.11
16.92,2.23,0.11
16.9,2.23,0.11
16.87,2.23,0.11
16.85,2.23,0.11
16.82,2.23,0.11
16.8,2.23,0.11
16.77,2.23,0.11
16.53,2.23,0.11
16.58,2.23,0.11
16.6,2.23,0.11
16.63,2.23,0.11
17.99,2.08,0.11
17.99,2.08,0.11
17.1,2.08,0.11
17.15,2.13,0.11
17.2,2.13,0.11
17.82,1.99,0.11
17.84,1.99,0.11
17.87,1.99,0.11
17.87,1.99,0.11
17.87,2.04,0.11
17.89,2.04,0.11
17.89,2.04,0.11
17.89,2.04,0.11
17.89,2.08,0.11
17.92,2.08,0.11
17.92,2.08,0.11
17.92,2.08,0.11
17.94,2.08,0.11
17.94,2.08,0.11
17.94,2.08,0.11
17.94,2.08,0.11
17.89,2.04,0.11
17.87,2.04,0.11
17.77,2.13,0.11
17.77,2.13,0.11
17.57,2.08,0.11
17.57,2.08,0.11
17.57,2.08,0.11
17.59,2.08,0.11
17.59,2.08,0.11
17.62,2.08,0.11
17.62,2.08,0.11
17.62,2.08,0.11
17.4,2.08,0.11
17.42,2.08,0.11
18.09,2.04,0.11
18.11,2.04,0.11
18.14,2.04,0.11
17.15,2.04,0.11
17.17,2.04,0.11
17.17,2.04,0.11
17.2,2.04,0.11
17.25,2.04,0.11
17.27,2.04,0.11
17.32,2.04,0.11
17.97,2.08,0.11
17.97,2.08,0.11
17.97,2.08,0.11
17.97,2.08,0.11
17.99,2.08,0.11
17.99,2.08,0.11
18.78,1.94,0.11
18.49,1.99,0.11
18.46,1.99,0.11
18.44,1.99,0.11
18.41,1.99,0.11
18.39,1.99,0.11
18.36,1.99,0.11
18.34,1.99,0.11
18.34,1.99,0.11
18.31,1.99,0.11
17.42,2.13,0.11
17.4,2.08,0.11
17.42,2.08,0.11
17.47,2.08,0.11
17.84,2.08,0.11
17.87,2.08,0.11
17.87,2.08,0.11
17.87,2.08,0.11
17.89,2.08,0.11
17.89,2.08,0.11
17.49,2.04,0.11
17.49,2.04,0.11
17.49,2.04,0.11
17.62,2.08,0.11
17.64,2.08,0.11
17.64,2.08,0.11
18.73,1.99,0.11
17.2,2.08,0.11
19.06,1.79,0.11
18.88,1.79,0.11
17.72,2.08,0.11
17.72,2.08,0.11
17.74,2.08,0.11
17.74,2.08,0.11
17.84,2.04,0.11
17.89,2.04,0.11
18.11,1.99,0.11
18.11,1.99,0.11
18.11,1.99,0.11
18.14,1.99,0.11
18.14,1.99,0.11
18.71,1.84,0.11
18.86,1.89,0.11
18.71,1.99,0.11
18.71,1.99,0.11
18.69,1.99,0.11
18.66,1.99,0.11
18.66,1.99,0.11
18.64,1.99,0.11
18.64,1.99,0.11
18.61,1.99,0.11
18.21,1.84,0.11
18.24,1.84,0.11
20.12,1.69,0.11
20.15,1.69,0.11
20.17,1.69,0.11
20.2,1.69,0.11
20.27,1.74,0.11
20.3,1.74,0.11
20.32,1.74,0.11
20.32,1.74,0.11
19.06,1.84,0.11
19.03,1.84,0.11
18.73,1.89,0.11
18.71,1.79,0.11
19.83,1.74,0.11
19.83,1.74,0.11
19.68,1.89,0.11
19.5,1.74,0.11
19.48,1.74,0.11
19.45,1.74,0.11
18.83,1.74,0.11
19.4,1.74,0.11
19.38,1.74,0.11
19.4,1.84,0.11
20.99,1.69,0.11
20.94,1.69,0.11
20.89,1.69,0.11
20.84,1.69,0.11
20.4,1.69,0.11
20.35,1.69,0.11
20.32,1.79,0.11
20.3,1.79,0.11
18.69,1.89,0.11
18.83,1.79,0.11
19.95,1.69,0.11
19.95,1.69,0.11
19.95,1.69,0.11
19.95,1.69,0.11
19.95,1.79,0.11
19.95,1.79,0.11
19.98,1.79,0.11
19.9,1.69,0.11
19.38,1.89,0.11
19.38,1.89,0.11
19.45,1.84,0.11
19.5,1.74,0.11
19.53,1.74,0.11
19.53,1.74,0.11
19.36,1.79,0.11
19.38,1.79,0.11
19.58,1.84,0.11
19.63,1.84,0.11
19.78,1.69,0.11
19.8,1.69,0.11
19.95,1.79,0.11
20.1,1.79,0.11
20.1,1.79,0.11
20.1,1.79,0.11
